Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link,
S100382482,nfl,12/21/14,$30K Sun NFL Snap #3,$60k,95.02,,9855,17241,Tournament,2,0,https://www.fanduel.com/entry/DHJVCNLGD,
S100382470,nfl,12/21/14,$30K Sun NFL Snap #3,$60k,107.72,,5054,17241,Tournament,2,0,https://www.fanduel.com/entry/ERTGGEPPR,
S100382477,nfl,12/21/14,$30K Sun NFL Snap #3,$60k,60.88,,17047,17241,Tournament,2,0,https://www.fanduel.com/entry/ESHDSWBNN,
S100382113,nfl,12/21/14,$50K Sun NFL Snap (Sun Only),$60k,95.02,,16031,28735,Tournament,2,0,https://www.fanduel.com/entry/AEQKNKRQP,
S100382094,nfl,12/21/14,$50K Sun NFL Snap (Sun Only),$60k,92.32,,17759,28735,Tournament,2,0,https://www.fanduel.com/entry/AOUOUEKBR,
S100382056,nfl,12/21/14,$50K Sun NFL Snap (Sun Only),$60k,80.68,,24045,28735,Tournament,2,0,https://www.fanduel.com/entry/BJCXHRUXV,
S100381734,nfl,12/21/14,$12K Sun NFL Double Up ($2),$60k,107.72,,1768,6896,Tournament,2,4,https://www.fanduel.com/entry/CSKNMLGHN,
S100381717,nfl,12/21/14,$12K Sun NFL Double Up ($2),$60k,60.88,,6838,6896,Tournament,2,0,https://www.fanduel.com/entry/DFUCRFSFR,
S100381273,nfl,12/21/14,$12K Sun NFL Double Up ($2),$60k,95.02,,3764,6896,Tournament,2,0,https://www.fanduel.com/entry/BRDLLXACX,
S99866667,nfl,12/20/14,$5K Sat NFL Mini Snap #4 (Sat Only),$60k,128.36,,1108,2873,Tournament,2,0,https://www.fanduel.com/entry/CUAFTHJZF,
S96601070,nba,12/16/14,NBA Salary Cap 60k Tue Dec 16th,$60k,182.6,,100,100,Tournament,1,0,https://www.fanduel.com/entry/EEXXVSNDT,
S90032970,nfl,12/7/14,$80K Sun NFL Snap #2,$60k,66.26,,44274,45977,Tournament,2,0,https://www.fanduel.com/entry/DVHRJNIMB,
S90032954,nfl,12/7/14,$80K Sun NFL Snap #2,$60k,66.26,,44274,45977,Tournament,2,0,https://www.fanduel.com/entry/CVQHZHILL,
S90032808,nfl,12/7/14,$80K Sun NFL Snap #2,$60k,66.26,,44274,45977,Tournament,2,0,https://www.fanduel.com/entry/AOUYJWCKF,
S85206603,nfl,11/30/14,NFL Head-to-head,$60k,158.38,161,2,2,doubleadub,1,0,https://www.fanduel.com/entry/CUOMNEOGX,
S85206606,nfl,11/30/14,NFL Head-to-head,$60k,145.94,176.92,2,2,mogizzle,2,0,https://www.fanduel.com/entry/CTMRNVQLF,
S85206608,nfl,11/30/14,NFL Head-to-head,$60k,117.56,145.76,2,2,matthfx,2,0,https://www.fanduel.com/entry/DWJLWCJYX,
S85206610,nfl,11/30/14,NFL Head-to-head,$60k,158.38,150.7,1,2,queenskid1432,2,3.6,https://www.fanduel.com/entry/DVHQWTMDF,
S85206587,nfl,11/30/14,NFL Head-to-head,$60k,117.56,101.42,1,2,skylukewalker,1,1.8,https://www.fanduel.com/entry/DDCYHXWYL,
S85206590,nfl,11/30/14,NFL Head-to-head,$60k,145.94,166.1,2,2,seantanderson,1,0,https://www.fanduel.com/entry/CWSCLWJYH,
S85206594,nfl,11/30/14,NFL Head-to-head,$60k,158.38,186.62,2,2,cornholio4,1,0,https://www.fanduel.com/entry/CVQHMNMCP,
S85206596,nfl,11/30/14,NFL Head-to-head,$60k,117.56,193.92,2,2,dridiot5,1,0,https://www.fanduel.com/entry/CXTXLFHTZ,
S85206600,nfl,11/30/14,NFL Head-to-head,$60k,145.94,81.2,1,2,moecephus,1,1.8,https://www.fanduel.com/entry/CRJBPDUTV,
S85182612,nfl,11/30/14,NFL 50/50 League,$60k,145.94,,51,100,Tournament,2,0,https://www.fanduel.com/entry/CMNYSPENB,
S85182511,nfl,11/30/14,NFL 50/50 League,$60k,158.38,,43,100,Tournament,2,3.6,https://www.fanduel.com/entry/ESVKVUDMH,
S85182430,nfl,11/30/14,NFL 50/50 League,$60k,117.56,,73,100,Tournament,2,0,https://www.fanduel.com/entry/BDGIODFAP,
S85182212,nfl,11/30/14,NFL Salary Cap 60k Sun Nov 30th,$60k,117.56,,48,100,Tournament,2,0,https://www.fanduel.com/entry/EDIFSECYD,
S85180592,nfl,11/30/14,NFL Salary Cap 60k Sun Nov 30th,$60k,145.94,,20,100,Tournament,2,0,https://www.fanduel.com/entry/BZSHGFIJJ,
S85180077,nfl,11/30/14,NFL Salary Cap 60k Sun Nov 30th,$60k,158.38,,33,250,Tournament,2,0,https://www.fanduel.com/entry/CDLPREZRN,
S82470725,nfl,11/27/14,$60K Thu NFL Pecan Snap #3 (Thursday Only),$60k,105.44,,12255,34479,Tournament,2,0,https://www.fanduel.com/entry/DBNEBPDQZ,
S82470270,nfl,11/27/14,$60K Thu NFL Pecan Snap #3 (Thursday Only),$60k,119.08,,4827,34479,Tournament,2,5,https://www.fanduel.com/entry/BSTLKFUYF,
S82469951,nfl,11/27/14,$60K Thu NFL Pecan Snap #3 (Thursday Only),$60k,93.96,,19547,34479,Tournament,2,0,https://www.fanduel.com/entry/DALJCYWOJ,
S82469519,nfl,11/27/14,$60K Thu NFL Pecan Snap #3 (Thursday Only),$60k,127.6,,2067,34479,Tournament,2,5,https://www.fanduel.com/entry/BJRCICZJP,
S79590451,nfl,11/23/14,NFL Head-to-head,$60k,119.18,135.76,2,2,madboom75,1,0,https://www.fanduel.com/entry/FBXRYKJMF,
S79590453,nfl,11/23/14,NFL Head-to-head,$60k,118.32,131.76,2,2,mambro66,1,0,https://www.fanduel.com/entry/EVMWCIWMB,
S79590457,nfl,11/23/14,NFL Head-to-head,$60k,107.26,118.8,2,2,bkirbytk,1,0,https://www.fanduel.com/entry/EXCOOJGFP,
S79590461,nfl,11/23/14,NFL Head-to-head,$60k,118.32,97.12,1,2,shadynasty2255,2,3.6,https://www.fanduel.com/entry/ERFQEZFDH,
S79590465,nfl,11/23/14,NFL Head-to-head,$60k,107.26,110.46,2,2,kellenyousoftly,2,0,https://www.fanduel.com/entry/ESHLEICYZ,
S79590471,nfl,11/23/14,NFL Head-to-head,$60k,119.18,115.46,1,2,drewhorton,2,3.6,https://www.fanduel.com/entry/DESPCQFCJ,
S79589905,nfl,11/23/14,$10 Million FFFC Qualifier ($2),$60k,119.18,,17904,53082,Tournament,2,0,https://www.fanduel.com/entry/EIDGTGODL,
S79589883,nfl,11/23/14,$10 Million FFFC Qualifier ($2),$60k,118.32,,18714,53082,Tournament,2,0,https://www.fanduel.com/entry/AZMXUIOPT,
S79589855,nfl,11/23/14,$10 Million FFFC Qualifier ($2),$60k,107.26,,29997,53082,Tournament,2,0,https://www.fanduel.com/entry/ABLGWCYIR,
S79589612,nfl,11/23/14,NFL 50/50 League,$60k,119.18,,38,100,Tournament,2,3.6,https://www.fanduel.com/entry/BHNMCVQFH,
S79589519,nfl,11/23/14,NFL 50/50 League,$60k,107.26,,65,100,Tournament,2,0,https://www.fanduel.com/entry/BSTLIYGMB,
S79589429,nfl,11/23/14,NFL 50/50 League,$60k,118.32,,42,100,Tournament,1,1.8,https://www.fanduel.com/entry/FBJUHSNBD,
S79587165,nfl,11/23/14,NFL Salary Cap 60k Sun Nov 23rd,$60k,119.18,,29,100,Tournament,2,0,https://www.fanduel.com/entry/CXTVQWYHL,
S79587039,nfl,11/23/14,NFL Salary Cap 60k Sun Nov 23rd,$60k,118.32,,97,250,Tournament,2,0,https://www.fanduel.com/entry/ABZEKQWON,
S79586856,nfl,11/23/14,NFL Salary Cap 60k Sun Nov 23rd,$60k,107.26,,133,250,Tournament,1,0,https://www.fanduel.com/entry/FEBHUNCCN,
S79586569,nfl,11/23/14,$16K Sun NFL Double Up ($2),$60k,107.26,,5640,9090,Tournament,2,0,https://www.fanduel.com/entry/EMKMSFFWZ,
S79586541,nfl,11/23/14,$16K Sun NFL Double Up ($2),$60k,118.32,,3721,9090,Tournament,2,4,https://www.fanduel.com/entry/BGZORWXQV,
S79585889,nfl,11/23/14,$16K Sun NFL Double Up ($2),$60k,119.18,,3620,9090,Tournament,2,4,https://www.fanduel.com/entry/CUOKYLPSJ,
S56657534,nfl,10/19/14,NFL 50/50 League,$60k,105.56,,14,20,20 player league,2,0,https://www.fanduel.com/entry/DALHNJNVJ,
S56657277,nfl,10/19/14,NFL 50/50 League,$60k,138.72,,3,100,Tournament,2,3.6,https://www.fanduel.com/entry/DGIFWPVZB,
S56657034,nfl,10/19/14,NFL 50/50 League,$60k,94.06,,79,100,Tournament,2,0,https://www.fanduel.com/entry/CYVPBQPZB,
S56656143,nfl,10/19/14,NFL Head-to-head,$60k,138.72,145.4,2,2,thecovertwo,1,0,https://www.fanduel.com/entry/ADOVMVBKH,
S56656147,nfl,10/19/14,NFL Head-to-head,$60k,105.56,120.62,2,2,jg29,1,0,https://www.fanduel.com/entry/ACNANMDOP,
S56656150,nfl,10/19/14,NFL Head-to-head,$60k,94.06,129.3,2,2,lions20fan,1,0,https://www.fanduel.com/entry/BFJUVSXCH,
S56656152,nfl,10/19/14,NFL Head-to-head,$60k,94.06,92.1,1,2,phokingood,2,3.6,https://www.fanduel.com/entry/BIBIHCERN,
S56656155,nfl,10/19/14,NFL Head-to-head,$60k,105.56,75.4,1,2,rickmo27,2,3.6,https://www.fanduel.com/entry/BGZNHTGVV,
S56656157,nfl,10/19/14,NFL Head-to-head,$60k,138.72,76.86,1,2,4thdownsyndrome,2,3.6,https://www.fanduel.com/entry/BAORLRTVR,
S56655520,nfl,10/19/14,$5K Sun NFL Mini Snap #5,$60k,105.56,,1178,2873,Tournament,2,0,https://www.fanduel.com/entry/DRAHVXXDF,
S56655381,nfl,10/19/14,$5K Sun NFL Mini Snap #6,$60k,138.72,,96,2873,Tournament,2,6,https://www.fanduel.com/entry/ACNANPWNF,
S56655137,nfl,10/19/14,$5K Sun NFL Mini Snap #8,$60k,94.06,,1845,2873,Tournament,2,0,https://www.fanduel.com/entry/BAORMGRQD,
S52153803,nfl,10/9/14,NFL 50/50 League,$60k,111.68,,48,100,Tournament,1,1.8,https://www.fanduel.com/entry/BSFNIQOHF,
S52153775,nfl,10/9/14,NFL 50/50 League,$60k,104.44,,67,100,Tournament,1,0,https://www.fanduel.com/entry/DTRWBUJZV,
S52153731,nfl,10/9/14,NFL 50/50 League,$60k,107.84,,61,100,Tournament,1,0,https://www.fanduel.com/entry/DESOKZOID,
S52081320,mlb,10/10/14,$8K Fri MLB Squeeze (Fri-Sat),$35k,19.66,,3117,4469,Tournament,2,0,https://www.fanduel.com/entry/DXLEQQSWY,
S51343899,nfl,10/9/14,Bronze FDP Freeroll,$60k,104.44,,12246,22961,Tournament,0,0,https://www.fanduel.com/entry/AAXHYSXTG,
S51343864,nfl,10/9/14,Silver FDP Freeroll,$60k,111.68,,1440,3398,Tournament,0,0,https://www.fanduel.com/entry/CGQWPGKUQ,
S51322851,nfl,10/9/14,Gold FDP Freeroll,$60k,107.84,,654,1250,Tournament,0,0,https://www.fanduel.com/entry/CNPQOILQU,
S50362766,nfl,10/5/14,$2500 Sun NFL Mini Dive #15,$60k,90.16,,1784,2873,Tournament,1,0,https://www.fanduel.com/entry/DHKBCGVKP,
S47943176,nfl,9/28/14,$1K Sun NFL Mini Snap (Late),$60k,106.52,,203,574,Tournament,2,0,https://www.fanduel.com/entry/CGCXNWAHG,
S47899819,nfl,9/28/14,$10K Sun NFL Snap (Late),$60k,95.08,,3349,5747,Tournament,2,0,https://www.fanduel.com/entry/CRIXSMGLG,
S47803642,nfl,9/28/14,NFL Head-to-head,$60k,106.88,109.62,2,2,biggyman33,1,0,https://www.fanduel.com/entry/CJIIQXGXY,
S47803643,nfl,9/28/14,NFL Head-to-head,$60k,106.88,127.86,2,2,gobolts,1,0,https://www.fanduel.com/entry/CIGNROJCG,
S47803645,nfl,9/28/14,NFL Head-to-head,$60k,106.88,123.68,2,2,zzzimsleeping,1,0,https://www.fanduel.com/entry/CLLYPPCPI,
S47803214,nfl,9/28/14,$450 Sun NFL Triple Up ($5),$60k,106.88,,75,101,Tournament,5,0,https://www.fanduel.com/entry/AURRQDXCW,
S47803077,nfl,9/28/14,$1K Sun NFL Double Up ($5),$60k,106.88,,162,223,Tournament,5,0,https://www.fanduel.com/entry/DPYLKDRTU,
S47802695,nfl,9/28/14,$5K Sun NFL Mini Rush #9,$60k,106.88,,798,1149,Tournament,5,0,https://www.fanduel.com/entry/AYLABDOLA,
S47140760,mlb,9/27/14,$10K Sat MLB Squeeze (Early Only),$35k,29.75,,2431,5586,Tournament,2,0,https://www.fanduel.com/entry/DGWCGICVW,
S46561248,mlb,9/25/14,MLB 50/50 League (Late),$35k,39.5,,9,40,40 player league,5,9,https://www.fanduel.com/entry/BUWYPMTEF,
S46561235,mlb,9/25/14,MLB 50/50 League (Late),$35k,39.5,,10,40,40 player league,5,9,https://www.fanduel.com/entry/DKBNDFAUJ,
S46561214,mlb,9/25/14,MLB 50/50 League (Late),$35k,39.5,,8,40,40 player league,5,9,https://www.fanduel.com/entry/DRAGLXZSJ,
S46561117,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,38.75,1,2,wolfofcrushstreet,5,9,https://www.fanduel.com/entry/EIRBOCCZH,
S46561118,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,29.5,1,2,nst101,5,9,https://www.fanduel.com/entry/EIDEBKRBL,
S46561100,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,43.08,2,2,lordx,1,0,https://www.fanduel.com/entry/ATBZHACIB,
S46561101,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,33.75,1,2,quacker,1,1.8,https://www.fanduel.com/entry/ASOBUIQKF,
S46561102,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,29.25,1,2,zach493,1,1.8,https://www.fanduel.com/entry/ARMGUZSON,
S46561105,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,35.25,1,2,prokop11,1,1.8,https://www.fanduel.com/entry/AURRTAMBP,
S46561106,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,34.5,1,2,postalduel ,1,1.8,https://www.fanduel.com/entry/ATPWTROFX,
S46561108,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,41,2,2,arocks35,2,0,https://www.fanduel.com/entry/ENMEYDGFX,
S46561109,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,33.5,1,2,mikeponti39,2,3.6,https://www.fanduel.com/entry/EMYHLLUIB,
S46561110,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,40.25,2,2,tiii,2,0,https://www.fanduel.com/entry/ELWMMCWMJ,
S46561112,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,41.75,2,2,sittenbach,2,0,https://www.fanduel.com/entry/EPPUWVBXH,
S46561113,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,40.25,2,2,tboerma,2,0,https://www.fanduel.com/entry/EPBXKDPZL,
S46561114,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,40.75,2,2,cfrady1,5,0,https://www.fanduel.com/entry/EONZXMEBP,
S46561115,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,32.75,1,2,l6washburn,5,9,https://www.fanduel.com/entry/EOACKUSDT,
S46561116,mlb,9/25/14,MLB Head-to-head (Late),$35k,39.5,21.83,1,2,dmlneen,5,9,https://www.fanduel.com/entry/EJEZATOXD,
S46560963,mlb,9/25/14,$1K Thu MLB Single,$35k,39.5,,58,223,Tournament,5,0,https://www.fanduel.com/entry/DNUVOILBD,
S46560931,mlb,9/25/14,$900 Thu MLB Triple Up ($5),$35k,39.5,,59,201,Tournament,5,7.5,https://www.fanduel.com/entry/DBNBIWWYR,
S46560888,mlb,9/25/14,$1K Thu MLB Double Up ($5),$35k,39.5,,58,223,Tournament,5,10,https://www.fanduel.com/entry/FGSSMSYCF,
S46560873,mlb,9/25/14,$1K Thu MLB Double Up ($5),$35k,39.5,,45,223,Tournament,5,10,https://www.fanduel.com/entry/EGNLPVMDT,
S46560846,mlb,9/25/14,$1K Thu MLB Double Up ($5),$35k,39.5,,51,223,Tournament,5,10,https://www.fanduel.com/entry/ASAEHNLNT,
S46560822,mlb,9/25/14,$1K Thu MLB Double Up ($5),$35k,39.5,,54,223,Tournament,5,10,https://www.fanduel.com/entry/BEHYMYZQF,
S46560797,mlb,9/25/14,$20K Thu MLB Squeeze,$35k,39.5,,3327,11173,Tournament,2,0,https://www.fanduel.com/entry/AJLSMUCWF,
S46560778,mlb,9/25/14,$20K Thu MLB Squeeze,$35k,33.33,,5918,11173,Tournament,2,0,https://www.fanduel.com/entry/CGQVIOHGB,
S46560772,mlb,9/25/14,$20K Thu MLB Squeeze,$35k,36.5,,4469,11173,Tournament,2,0,https://www.fanduel.com/entry/CFPAJFJKJ,
S46560762,mlb,9/25/14,$20K Thu MLB Squeeze,$35k,39.5,,3327,11173,Tournament,2,0,https://www.fanduel.com/entry/CPFHDHPXP,
S46560750,mlb,9/25/14,$20K Thu MLB Squeeze,$35k,39.5,,3327,11173,Tournament,2,0,https://www.fanduel.com/entry/BJDBXACWV,
S46560744,mlb,9/25/14,$20K Thu MLB Squeeze,$35k,39.5,,3327,11173,Tournament,2,0,https://www.fanduel.com/entry/BQPSSKNSR,
S46560668,mlb,9/25/14,$2500 Thu MLB Bunt,$35k,39.5,,810,2790,Tournament,1,0,https://www.fanduel.com/entry/DAZDWBSCF,
S46197078,mlb,9/24/14,MLB Head-to-head (Late),$35k,37.5,41.75,2,2,phinfan1313,5,0,https://www.fanduel.com/entry/EMYIBFYMG,
S46197079,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,60.5,2,2,noropthony,5,0,https://www.fanduel.com/entry/ELWNBXAQO,
S46197081,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,38.25,2,2,rimbo90,5,0,https://www.fanduel.com/entry/EPPVMPGBM,
S46197063,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,39.25,2,2,jss927,1,0,https://www.fanduel.com/entry/AWHKUUZZI,
S46197064,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,56,2,2,cap101213,1,0,https://www.fanduel.com/entry/AVTNIDOBM,
S46197065,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,36.25,2,2,postalduel ,1,0,https://www.fanduel.com/entry/AYYYGEHOO,
S46197067,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,50,2,2,pinkfloydyeah,1,0,https://www.fanduel.com/entry/AYLATMVQS,
S46197068,mlb,9/24/14,MLB Head-to-head (Late),$35k,10.75,12.75,2,2,lordx,1,0,https://www.fanduel.com/entry/AXXDGVJSW,
S46197069,mlb,9/24/14,MLB Head-to-head (Late),$35k,10.75,33.5,2,2,wildredi,2,0,https://www.fanduel.com/entry/ASOCKCUOK,
S46197070,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,35,2,2,coach_ja,2,0,https://www.fanduel.com/entry/ARMHKTWSS,
S46197073,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,50,2,2,pinkfloydyeah,2,0,https://www.fanduel.com/entry/AVFPVMCDQ,
S46197074,mlb,9/24/14,MLB Head-to-head (Late),$35k,37.5,35,1,2,coach_ja,2,3.6,https://www.fanduel.com/entry/AURSIUQFU,
S46197075,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,43.5,2,2,tinkletiger12 ,2,0,https://www.fanduel.com/entry/AUDUWDEHY,
S46197076,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,43.5,2,2,sambmeyer,5,0,https://www.fanduel.com/entry/ATPXJLSKC,
S46197077,mlb,9/24/14,MLB Head-to-head (Late),$35k,28,30.5,2,2,nst101,5,0,https://www.fanduel.com/entry/ENMFNXKKC,
S46196974,mlb,9/24/14,$777 Wed MLB Lucky 7s,$35k,28,,69,124,Tournament,7,0,https://www.fanduel.com/entry/BJQZZPLXM,
S46196921,mlb,9/24/14,MLB 50/50 League (Late),$35k,28,,29,40,Tournament,5,0,https://www.fanduel.com/entry/DYMXXNTOG,
S46196911,mlb,9/24/14,MLB 50/50 League (Late),$35k,37.5,,18,40,40 player league,5,9,https://www.fanduel.com/entry/CRIXRXIRU,
S46196897,mlb,9/24/14,MLB 50/50 League (Late),$35k,10.75,,39,40,40 player league,5,0,https://www.fanduel.com/entry/DDCUKRKWK,
